ImageFile,AnimateInanimate,ValenceScore,Rand,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsTest1_1.thisRepN,trialsTest1_1.thisTrialN,trialsTest1_1.thisN,trialsTest1_1.thisIndex,trialsTest1_2.thisRepN,trialsTest1_2.thisTrialN,trialsTest1_2.thisN,trialsTest1_2.thisIndex,trialsTest1_3.thisRepN,trialsTest1_3.thisTrialN,trialsTest1_3.thisN,trialsTest1_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,WelcomeText.started,WelcomeText.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ConsentText.started,ConsentText.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,InstructionText.started,InstructionText.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_7.started,text_7.stopped,text_4.started,text_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image.started,image.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_2.started,image_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_3.started,image_3.stopped,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,image_4.started,image_4.stopped,key_resp_12.keys,key_resp_12.corr,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,image_5.started,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.21372083295137,None,space,0.7236701659858227,56.21372083295137,None,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Wedding 4.jpg,2,5.8256,0.46936970299611136,,,,,,,,,,,,,,,,,0,0,0,19,,,,,,,58.36500033293851,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.382385874981992,56.97232258296572,None,56.97232258296572,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Weapon 1.jpg,2,2.8209,0.9553793807083274,,,,,,,,,,,,,,,,,0,1,1,16,,,,,,,59.103994124918245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.2201437499606982,58.87007179192733,None,58.87007179192733,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Rainbow 1.jpg,2,6.2286,0.004794842477892414,,,,,,,,,,,,,,,,,0,2,2,8,,,,,,,59.85378458292689,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.23309524997603148,59.60720012499951,None,59.60720012499951,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Flowers 7.jpg,2,5.7452,0.20130919893546873,,,,,,,,,,,,,,,,,0,3,3,14,,,,,,,60.573352124891244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.2148215000052005,60.351921124965884,None,60.351921124965884,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Gun 10.jpg,2,2.5934,0.45300295686118053,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,61.31286345794797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.22539029095787555,61.07550433289725,None,61.07550433289725,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Destruction 10.jpg,2,2.0682,0.46026722025944866,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,62.06542608293239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.23908808291889727,61.81484620796982,None,61.81484620796982,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Bird 1.jpg,1,5.9051,0.45693834414331513,,,,,,,,,,,,,,,,,0,6,6,15,,,,,,,62.81572487496305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.24490875005722046,62.56217649998143,None,62.56217649998143,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Dog 19.jpg,1,5.9814,0.7413275084961816,,,,,,,,,,,,,,,,,0,7,7,11,,,,,,,63.662297041970305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.33426395803689957,63.314877333003096,None,63.314877333003096,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Jail 5.jpg,2,3.0599,0.5416990831243563,,,,,,,,,,,,,,,,,0,8,8,7,,,,,,,64.40400683297776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.2169387920293957,64.16734783293214,None,64.16734783293214,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Destruction 5.jpg,2,2.1143,0.9714971767863325,,,,,,,,,,,,,,,,,0,9,9,1,,,,,,,65.15764216694515,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.2291384160052985,64.9050545420032,None,64.9050545420032,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Cat 5.jpg,1,6.1842,0.21190688989104334,,,,,,,,,,,,,,,,,0,10,10,4,,,,,,,65.88673991698306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.20774683298077434,65.66309574991465,None,65.66309574991465,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Frustrated pose 5.jpg,1,2.481,0.4877464117223763,,,,,,,,,,,,,,,,,0,11,11,10,,,,,,,66.66612641699612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.2672172080492601,66.38534837495536,None,66.38534837495536,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Galaxy 4.jpg,2,5.4342,0.004772050602932287,,,,,,,,,,,,,,,,,0,12,12,18,,,,,,,67.41467345796991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.24225100001785904,67.16563095792662,None,67.16563095792662,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Scared face 3.jpg,1,3.0377,0.020543888563642865,,,,,,,,,,,,,,,,,0,13,13,5,,,,,,,68.19035066699143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.26226087496615946,67.9165409168927,None,67.9165409168927,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Dirt 1.jpg,2,1.6168,0.7915235630823373,,,,,,,,,,,,,,,,,0,14,14,0,,,,,,,68.94645854190458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.24025087500922382,68.69181533297524,None,68.69181533297524,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Frustrated pose 1.jpg,1,2.3937,0.6202580475217457,,,,,,,,,,,,,,,,,0,15,15,3,,,,,,,69.67846904194448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.2107390830060467,69.44751412491314,None,69.44751412491314,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Tornado 4.jpg,2,2.7192,0.1922600838963734,,,,,,,,,,,,,,,,,0,16,16,2,,,,,,,70.41193720791489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.22028804197907448,70.17892079195008,None,70.17892079195008,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Injury 4.jpg,1,1.4052,0.5319739147710393,,,,,,,,,,,,,,,,,0,17,17,12,,,,,,,71.14437054190785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.20312641700729728,70.9200486249756,None,70.9200486249756,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Injury 1.jpg,1,1.9865,0.774696574756887,,,,,,,,,,,,,,,,,0,18,18,13,,,,,,,71.88689199998043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.2291720419889316,71.64228854200337,None,71.64228854200337,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
Images/Nature 1.jpg,2,6.1726,0.8701827595432409,,,,,,,,,,,,,,,,,0,19,19,17,,,,,,,72.60324541700538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.1999622080475092,72.38879854197148,None,72.38879854197148,None,,001,2022_Jun_03_1501,psychopy,2021.2.3,None,
