trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,dots.started,dots.stopped,grating.started,noise.started,joystick.x,joystick.y,joystick.button_0,joystick.button_1,joystick.button_2,joystick.button_3,joystick.button_4,joystick.button_5,joystick.button_6,joystick.button_7,joystick.button_8,joystick.button_9,joystick.button_10,joystick.time,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.33202419988811,9.85809180000797,9.85809180000797,9.85809180000797,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.565697300247848,,,,,,,
