nRepsTask1,nRepsTask2,ImageFile,AnimateInanimate,ValenceScore,Rand,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,part1.thisRepN,part1.thisTrialN,part1.thisN,part1.thisIndex,part2.thisRepN,part2.thisTrialN,part2.thisN,part2.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,trialsReversed.thisRepN,trialsReversed.thisTrialN,trialsReversed.thisN,trialsReversed.thisIndex,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsOriginal.thisRepN,trialsOriginal.thisTrialN,trialsOriginal.thisN,trialsOriginal.thisIndex,key_resp.started,WelcomeText.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,key_resp_2.started,ConsentText.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.started,InstructionText.started,key_resp_3.keys,key_resp_3.rt,key_resp_8.started,text_7.started,key_resp_8.keys,key_resp_8.rt,text_8.started,key_resp_13.started,key_resp_13.keys,key_resp_13.rt,key_resp_14.started,image_7.started,key_resp_14.keys,key_resp_14.rt,text_9.started,key_resp_15.started,key_resp_15.keys,key_resp_15.rt,key_resp_16.started,image_6.started,key_resp_16.keys,key_resp_16.corr,key_resp_16.rt,text_4.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,image.started,key_resp_7.started,joystick.started,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,joystick.x,joystick.y,joystick.button_0,joystick.button_1,joystick.button_2,joystick.button_3,joystick.button_4,joystick.button_5,joystick.button_6,joystick.button_7,joystick.button_8,joystick.button_9,joystick.button_10,joystick.time,text_6.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_2.started,key_resp_9.started,button_resp.started,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,button_resp.keys,image_2.stopped,key_resp_9.stopped,button_resp.stopped,key_resp_20.started,text_3.started,key_resp_20.keys,key_resp_20.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
0,1,Images/Miserable pose 1.jpg,2,2.579,0.03572930250516104,0,0,0,1,,,,,0,0,0,0,,,,,0,43,43,73,,,,,,,,,,,,,282.61372279998614,283.11490519999643,,,,,,,,,,,,,,,,,,,,,,,,,282.5473869999987,282.5473869999987,1,0,0.04334560001734644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Gun 4.jpg,1,2.9016,0.8288210597496947,0,0,0,1,,,,,0,0,0,0,,,,,0,44,44,55,,,,,,,,,,,,,283.1970560000045,283.69723009999143,,,,,,,,,,,,,,,,,,,,,,,,,283.11490519999643,283.11490519999643,1,1,0.06134119999478571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Flowers 6.jpg,1,5.9556,0.2673270754320648,0,0,0,1,,,,,0,0,0,0,,,,,0,45,45,41,,,,,,,,,,,,,283.81372439998086,284.3200488000002,,,,,,,,,,,,,,,,,,,,,,,,,283.69723009999143,283.69723009999143,1,1,0.0934899999992922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Frustrated pose 1.jpg,2,2.3937,0.7197407902889942,0,0,0,1,,,,,0,0,0,0,,,,,0,46,46,3,,,,,,,,,,,,,284.4137802000041,284.9133063000045,,,,,,,,,,,,,,,,,,,,,,,,,284.3200488000002,284.3200488000002,1,0,0.07153939999989234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Picnic 1.jpg,2,6.0998,0.7462581288399163,0,0,0,1,,,,,0,0,0,0,,,,,0,47,47,70,,,,,,,,,,,,,285.013804599992,285.51355689999764,,,,,,,,,,,,,,,,,,,,,,,,,284.9133063000045,284.9133063000045,1,0,0.0701206999947317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Intensity 1.jpg,2,2.8252,0.6123979858646935,0,0,0,1,,,,,0,0,0,0,,,,,0,48,48,76,,,,,,,,,,,,,285.5970440999954,286.0967232999974,,,,,,,,,,,,,,,,,,,,,,,,,285.51355689999764,285.51355689999764,1,0,0.06222930000512861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Wedding 2.jpg,2,5.7601,0.2242304432087503,0,0,0,1,,,,,0,0,0,0,,,,,0,49,49,37,,,,,,,,,,,,,286.14673439998296,286.64981350000016,,,,,,,,,,,,,,,,,,,,,,,,,286.0967232999974,286.0967232999974,1,0,0.030962200020439923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Fire 7.jpg,1,1.7007,0.9031544214003061,0,0,0,1,,,,,0,0,0,0,,,,,0,50,50,60,,,,,,,,,,,,,286.7975430999941,287.2988888999971,,,,,,,,,,,,,,,,,,,,,,,,,286.64981350000016,286.64981350000016,1,1,0.1255014999769628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Birthday 3.jpg,1,5.5506,0.871405098949419,0,0,0,1,,,,,0,0,0,0,,,,,0,51,51,61,,,,,,,,,,,,,288.14672359998804,,,,,,,,,,,,,,,,,,,,,,,,,,287.2988888999971,287.2988888999971,1,1,0.8278405000164639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Bird 1.jpg,2,5.9051,0.07169416964078457,0,0,0,1,,,,,0,0,0,0,,,,,0,52,52,15,,,,,,,,,,,,,288.81384259997867,289.3172602999839,,,,,,,,,,,,,,,,,,,,,,,,,288.65359430000535,288.65359430000535,1,0,0.1383720000158064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Galaxy 4.jpg,1,5.4342,0.012258795229660557,0,0,0,1,,,,,0,0,0,0,,,,,0,53,53,18,,,,,,,,,,,,,289.38027629998396,289.88055499998154,,,,,,,,,,,,,,,,,,,,,,,,,289.3172602999839,289.3172602999839,1,1,0.0416657000023406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Flowers 1.jpg,1,5.8142,0.5412454842806304,0,0,0,1,,,,,0,0,0,0,,,,,0,54,54,43,,,,,,,,,,,,,289.9639804000035,290.463222099992,,,,,,,,,,,,,,,,,,,,,,,,,289.88055499998154,289.88055499998154,1,1,0.06233089999295771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Wedding 4.jpg,1,5.8256,0.3605907445545198,0,0,0,1,,,,,0,0,0,0,,,,,0,55,55,19,,,,,,,,,,,,,290.99717149999924,291.4977979999967,,,,,,,,,,,,,,,,,,,,,,,,,290.463222099992,290.463222099992,1,1,0.5136592999915592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Explosion 1.jpg,1,2.7061,0.24574454531708345,0,0,0,1,,,,,0,0,0,0,,,,,0,56,56,77,,,,,,,,,,,,,291.6305138999887,292.13001870000153,,,,,,,,,,,,,,,,,,,,,,,,,291.4977979999967,291.4977979999967,1,1,0.10139249998610467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Soldiers 7.jpg,2,2.5465,0.13500107972103892,0,0,0,1,,,,,0,0,0,0,,,,,0,57,57,62,,,,,,,,,,,,,292.1801845000009,292.68072360000224,,,,,,,,,,,,,,,,,,,,,,,,,292.13001870000153,292.13001870000153,1,0,0.02105969999684021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Tornado 4.jpg,1,2.7192,0.35882841291674683,0,0,0,1,,,,,0,0,0,0,,,,,0,58,58,2,,,,,,,,,,,,,292.7971031999914,293.30028019999736,,,,,,,,,,,,,,,,,,,,,,,,,292.68072360000224,292.68072360000224,1,1,0.09460959999705665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Snake 4.jpg,2,2.4159,0.3612516676203783,0,0,0,1,,,,,0,0,0,0,,,,,0,59,59,28,,,,,,,,,,,,,293.3970430000045,293.8973680000054,,,,,,,,,,,,,,,,,,,,,,,,,293.30028019999736,293.30028019999736,1,0,0.06721330000436865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Jail 2.jpg,1,1.9691,0.7287341893927104,0,0,0,1,,,,,0,0,0,0,,,,,0,60,60,64,,,,,,,,,,,,,294.48016429998097,294.9824499999813,,,,,,,,,,,,,,,,,,,,,,,,,293.8973680000054,293.8973680000054,1,1,0.5579698999936227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Lake 3.jpg,1,5.9732,0.8610769607229587,0,0,0,1,,,,,0,0,0,0,,,,,0,61,61,22,,,,,,,,,,,,,295.99697670000023,,,,,,,,,,,,,,,,,,,,,,,,,,294.9824499999813,294.9824499999813,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Hangover 1.jpg,2,2.3921,0.45081968953948404,0,0,0,1,,,,,0,0,0,0,,,,,0,62,62,45,,,,,,,,,,,,,296.5807468999992,297.08233279999695,,,,,,,,,,,,,,,,,,,,,,,,,296.49689049998415,296.49689049998415,1,0,0.06340869999257848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Cat 5.jpg,2,6.1842,0.9954257341646925,0,0,0,1,,,,,0,0,0,0,,,,,0,63,63,4,,,,,,,,,,,,,297.4470267999859,297.9468464999809,,,,,,,,,,,,,,,,,,,,,,,,,297.08233279999695,297.08233279999695,1,0,0.3420066999970004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Injury 1.jpg,2,1.9865,0.7457269672855836,0,0,0,1,,,,,0,0,0,0,,,,,0,64,64,13,,,,,,,,,,,,,298.0970249999955,298.598055999988,,,,,,,,,,,,,,,,,,,,,,,,,297.9468464999809,297.9468464999809,1,0,0.12476589999278076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Flowers 9.jpg,1,5.9383,0.7319232383981693,0,0,0,1,,,,,0,0,0,0,,,,,0,65,65,56,,,,,,,,,,,,,298.99759839999024,299.4966274999897,,,,,,,,,,,,,,,,,,,,,,,,,298.598055999988,298.598055999988,1,1,0.36902899999404326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Baby 6.jpg,2,6.0604,0.910778212048847,0,0,0,1,,,,,0,0,0,0,,,,,0,66,66,65,,,,,,,,,,,,,299.64681079998263,300.14814969999134,,,,,,,,,,,,,,,,,,,,,,,,,299.4966274999897,299.4966274999897,1,0,0.12698780000209808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Rainbow 1.jpg,1,6.2286,0.6206583722842239,0,0,0,1,,,,,0,0,0,0,,,,,0,67,67,8,,,,,,,,,,,,,300.39701639997656,300.8968348999915,,,,,,,,,,,,,,,,,,,,,,,,,300.14814969999134,300.14814969999134,1,1,0.2186578999971971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Police 5.jpg,2,2.4345,0.718118724844543,0,0,0,1,,,,,0,0,0,0,,,,,0,68,68,63,,,,,,,,,,,,,301.21390760000213,301.71328319999157,,,,,,,,,,,,,,,,,,,,,,,,,300.8968348999915,300.8968348999915,1,0,0.2953189999971073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Bird 3.jpg,2,6.0495,0.36312418635078825,0,0,0,1,,,,,0,0,0,0,,,,,0,69,69,69,,,,,,,,,,,,,301.86378169999807,302.3672560999985,,,,,,,,,,,,,,,,,,,,,,,,,301.71328319999157,301.71328319999157,1,0,0.12560249998932704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Dancing 7.jpg,2,5.8813,0.38822819326443003,0,0,0,1,,,,,0,0,0,0,,,,,0,70,70,33,,,,,,,,,,,,,302.6139605999924,303.11421669999254,,,,,,,,,,,,,,,,,,,,,,,,,302.3672560999985,302.3672560999985,1,0,0.22482609999133274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Miserable pose 5.jpg,2,2.9754,0.6764132965539015,0,0,0,1,,,,,0,0,0,0,,,,,0,71,71,59,,,,,,,,,,,,,303.31392439999036,303.81669639999745,,,,,,,,,,,,,,,,,,,,,,,,,303.11421669999254,303.11421669999254,1,0,0.17301929998211563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Baby 5.jpg,2,6.1553,0.36204129300835786,0,0,0,1,,,,,0,0,0,0,,,,,0,72,72,29,,,,,,,,,,,,,304.09662249998655,304.5974826999882,,,,,,,,,,,,,,,,,,,,,,,,,303.81669639999745,303.81669639999745,1,0,0.2624469999864232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Yarn 1.jpg,1,2.5645,0.3650789138885251,0,0,0,1,,,,,0,0,0,0,,,,,0,73,73,68,,,,,,,,,,,,,304.81392049998976,305.3213147999777,,,,,,,,,,,,,,,,,,,,,,,,,304.5974826999882,304.5974826999882,1,1,0.1862449999898672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Bloody knife 1.jpg,1,1.8704,0.291674749984423,0,0,0,1,,,,,0,0,0,0,,,,,0,74,74,23,,,,,,,,,,,,,305.4973280999984,305.9965179999999,,,,,,,,,,,,,,,,,,,,,,,,,305.3213147999777,305.3213147999777,1,1,0.1495584999793209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Car Accident 3.jpg,1,2.7945,0.8674906689951463,0,0,0,1,,,,,0,0,0,0,,,,,0,75,75,58,,,,,,,,,,,,,306.23040209998726,306.73271849998855,,,,,,,,,,,,,,,,,,,,,,,,,305.9965179999999,305.9965179999999,1,1,0.20313750000786968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Sad pose 4.jpg,2,2.8282,0.3022855928691909,0,0,0,1,,,,,0,0,0,0,,,,,0,76,76,26,,,,,,,,,,,,,307.0804575999791,307.58160239999415,,,,,,,,,,,,,,,,,,,,,,,,,306.73271849998855,306.73271849998855,1,0,0.31571870000334457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Flowers 7.jpg,1,5.7452,0.6487310213844394,0,0,0,1,,,,,0,0,0,0,,,,,0,77,77,14,,,,,,,,,,,,,307.7637695999874,308.2658811000001,,,,,,,,,,,,,,,,,,,,,,,,,307.58160239999415,307.58160239999415,1,1,0.1621439000009559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Explosion 4.jpg,1,2.4912,0.9480903593822178,0,0,0,1,,,,,0,0,0,0,,,,,0,78,78,78,,,,,,,,,,,,,308.48035090000485,308.98215369999525,,,,,,,,,,,,,,,,,,,,,,,,,308.2658811000001,308.2658811000001,1,1,0.1820859000144992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Wedding 6.jpg,2,6.0481,0.17558086858741717,0,0,0,1,,,,,0,0,0,0,,,,,0,79,79,31,,,,,,,,,,,,,309.08063300000504,309.58053229999496,,,,,,,,,,,,,,,,,,,,,,,,,308.98215369999525,308.98215369999525,1,0,0.08124769997084513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,,,,,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Goat 1.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,311.79804409999633,312.29744490000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.58053229999496,309.58053229999496,space,1.4512469999899622,311.07930230000056,311.07930230000056,0.02263719998882152,1,1,0.6887282000097912,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.7123769999889191,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Happy face 2.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,312.68052069999976,313.18061329997727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.29744490000303,312.29744490000303,-0.00044720000005327165,1,1,0.365510900010122,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.3789919000118971,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Storage 1.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,2,2,9,,,,,,,,,313.3970494999958,313.8969797999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.18061329997727,313.18061329997727,0.002012500015553087,1,0,0.19556170000578277,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.21084970000083558,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Gun 5.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,3,3,5,,,,,,,,,314.18020479998086,314.68424279999454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.8969797999889,313.8969797999889,0.003563400008715689,1,0,0.25519190001068637,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.2773075000150129,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Dog 12.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,314.9972357999941,315.4989338000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.68424279999454,314.68424279999454,0.009830700000748038,1,1,0.28346149998833425,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.307931399991503,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Lion 1.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,5,5,2,,,,,,,,,315.79710070000147,316.29720549998456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.4989338000014,315.4989338000014,0.0058048999926541,1,1,0.2686467999883462,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.292018799984362,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Monkey 1.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,6,6,3,,,,,,,,,316.51364950000425,317.0139169000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.29720549998456,316.29720549998456,0.003648699988843873,1,1,0.1983399000018835,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.21093960001599044,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Sidewalk 3.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,7,7,8,,,,,,,,,317.38065539998934,317.8820095999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0139169000031,317.0139169000031,0.004553200007649139,1,0,0.3376403999864124,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.3615431000071112,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Office supplies 4.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,8,8,7,,,,,,,,,318.18014709997806,318.68025289999787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.8820095999981,317.8820095999981,0.003364099975442514,1,0,0.27827839998644777,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.29234690000885166,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Money 1.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,9,9,6,,,,,,,,,318.9966176000016,319.4974975999794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.68025289999787,318.68025289999787,0.004606000002240762,1,0,0.2945737999980338,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.31141339999157935,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Fire 7.jpg,2,1.7007,0.9501201046146629,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,60,,,,,320.9798353999795,321.48215110000456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.4974975999794,319.4974975999794,space,0.957934900012333,320.4974556999805,320.4974556999805,320.4974556999805,1,0,0.45428619999438524,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Soldiers 7.jpg,1,2.5465,0.7939157675664149,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,62,,,,,321.6806271999958,322.1799653999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.48215110000456,321.48215110000456,321.48215110000456,1,1,0.17409099999349564,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Snake 4.jpg,1,2.4159,0.1794277880411247,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,28,,,,,322.44725080000353,322.9475662999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.1799653999915,322.1799653999915,322.1799653999915,1,1,0.23586929999873973,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Nature 1.jpg,2,6.1726,0.7504641747893187,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,17,,,,,323.19683909998275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.9475662999903,322.9475662999903,322.9475662999903,1,0,0.22076349999406375,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Couple 8.jpg,1,5.7678,0.9440175279065489,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,48,,,,,323.8968072999851,324.40043059998425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.7005465999828,323.7005465999828,323.7005465999828,1,1,0.17070519999833778,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Police 5.jpg,1,2.4345,0.850994140315495,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,63,,,,,324.6642658999772,325.16568769997684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.40043059998425,324.40043059998425,324.40043059998425,1,1,0.23174429999198765,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
1,0,Images/Galaxy 2.jpg,2,5.7867,0.871390129257127,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,51,,,,,325.41400910000084,325.915892399993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.16568769997684,325.16568769997684,325.16568769997684,1,0,0.226901199988788,None,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
