WordItem,WordColor,ImageFile,AnimateInanimate,wordCompilation.thisRepN,wordCompilation.thisTrialN,wordCompilation.thisN,wordCompilation.thisIndex,oneRep.thisRepN,oneRep.thisTrialN,oneRep.thisN,oneRep.thisIndex,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,WelcomeText.started,WelcomeText.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ConsentText.started,ConsentText.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,InstructionText.started,InstructionText.stopped,text_4.started,text_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text.started,text.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,space,0.3362794170388952,6.00275474996306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1411,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,6.00275474996306,None,6.3600396669935435,None,space,0.220676957978867,6.857235291972756,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1411,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,7.097153875045478,None,,,,,6.857235291972756,None,space,0.21346779097802937,7.597537207999267,None,,,,,,,,,,,,,,,,,,,,001,2022_Jun_03_1411,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,7.820828750031069,None,,,,,,,,,,,7.597537207999267,None,8.327177166938782,None,space,0.24895954108797014,8.327177166938782,None,,,,,,,,,,,,001,2022_Jun_03_1411,psychopy,2021.2.3,None,
A,green,,,0,0,0,0,0,0,0,0,,,,,,,,,,,10.588788833003491,None,,,,,,,,,,,,,,,,,,,8.606258417014033,None,,,,,,,,,,001,2022_Jun_03_1411,psychopy,2021.2.3,None,
A,green,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.091548332944512,None,space,1.071608041995205,11.091548332944512,None,,,,001,2022_Jun_03_1411,psychopy,2021.2.3,None,
,,Images/Goat 1.jpg,1,,,,,,,,,0,0,0,0,,,,,,,13.193672124994919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12.211445624940097,None,,001,2022_Jun_03_1411,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.696106791961938,None,,,,,,,
