nRepsTask1,nRepsTask2,ImageFile,AnimateInanimate,ValenceScore,Rand,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,part1.thisRepN,part1.thisTrialN,part1.thisN,part1.thisIndex,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsOriginal.thisRepN,trialsOriginal.thisTrialN,trialsOriginal.thisN,trialsOriginal.thisIndex,key_resp.started,WelcomeText.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,key_resp_2.started,ConsentText.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.started,InstructionText.started,key_resp_3.keys,key_resp_3.rt,key_resp_8.started,text_7.started,key_resp_8.keys,key_resp_8.rt,text_4.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,image.started,key_resp_7.started,key_resp_7.keys,key_resp_7.corr,joystick.x,joystick.y,joystick.button_0,joystick.button_1,joystick.button_2,joystick.button_3,joystick.button_4,joystick.button_5,joystick.button_6,joystick.button_7,joystick.button_8,joystick.button_9,joystick.button_10,joystick.time,key_resp_7.rt,text_6.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_2.started,key_resp_9.started,button_resp.started,key_resp_9.keys,key_resp_9.corr,button_resp.keys,joystick_4.x,joystick_4.y,joystick_4.button_0,joystick_4.button_1,joystick_4.button_2,joystick_4.button_3,joystick_4.button_4,joystick_4.button_5,joystick_4.button_6,joystick_4.button_7,joystick_4.button_8,joystick_4.button_9,joystick_4.button_10,joystick_4.time,key_resp_9.rt,image_2.stopped,key_resp_9.stopped,button_resp.stopped,participant,session,group,date,expName,psychopyVersion,frameRate,
1,0,Images/Tornado 4.jpg,2,2.7192,0.04515441392123898,0,0,0,0,0,0,0,0,,,,,0,6,6,2,,,,,34.118500099983066,34.62125339999329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2023094999895,33.2023094999895,33.2023094999895,1,0,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,25.239486799982842,0.8964551000099164,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/War 8.jpg,1,1.7473,0.10290094730872323,0,0,0,0,0,0,0,0,,,,,0,7,7,12,,,,,35.10276879998855,35.60309240000788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.62125339999329,34.62125339999329,34.62125339999329,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,26.22267920000013,0.4540539000008721,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Nature 1.jpg,2,6.1726,0.7504641747893187,0,0,0,0,0,0,0,0,,,,,0,8,8,17,,,,,36.019087699998636,36.51896570000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.60309240000788,35.60309240000788,35.60309240000788,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,27.138290599978063,0.3989294999919366,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Wedding 4.jpg,2,5.8256,0.09293607626529377,0,0,0,0,0,0,0,0,,,,,0,9,9,19,,,,,37.00309749998269,37.50852420000592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.51896570000099,36.51896570000099,36.51896570000099,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,28.123533099977067,0.4593479000031948,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Lake 12.jpg,2,6.4088,0.5730295514381429,0,0,0,0,0,0,0,0,,,,,0,10,10,57,,,,,37.902702799998224,38.402530199993635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.50852420000592,37.50852420000592,37.50852420000592,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29.022684700001264,0.3745195000083186,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Beach 2.jpg,2,6.2944,0.9767776457796615,0,0,0,0,0,0,0,0,,,,,0,11,11,39,,,,,38.83580989998882,39.33692420000443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.402530199993635,38.402530199993635,38.402530199993635,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29.957544699980645,0.41568660002667457,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Injury 1.jpg,1,1.9865,0.2889058122637327,0,0,0,0,0,0,0,0,,,,,0,12,12,13,,,,,40.06875279999804,40.571920599992154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.33692420000443,39.33692420000443,39.33692420000443,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,31.188703399995575,0.7142372999805957,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Sidewalk 6.jpg,2,2.7978,0.6901193111063584,0,0,0,0,0,0,0,0,,,,,0,13,13,79,,,,,41.13568949999171,41.638057899981504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.571920599992154,40.571920599992154,40.571920599992154,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,32.25641969998833,0.543353000015486,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Yarn 1.jpg,2,2.5645,0.1548831621525235,0,0,0,0,0,0,0,0,,,,,0,14,14,68,,,,,42.1687513999932,42.670424199983245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.638057899981504,41.638057899981504,41.638057899981504,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,33.289155099977506,0.5001292000233661,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Cold 8.jpg,2,5.5742,0.37572133397548513,0,0,0,0,0,0,0,0,,,,,0,15,15,30,,,,,43.185284100007266,43.68622579998919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.670424199983245,42.670424199983245,42.670424199983245,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,34.30336439999519,0.4841236000065692,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Massage 2.jpg,1,5.7288,0.09629380336666227,0,0,0,0,0,0,0,0,,,,,0,16,16,72,,,,,44.31940020000911,44.81868100000429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.68622579998919,43.68622579998919,43.68622579998919,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,35.4390446000034,0.6043885000108276,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Tornado 1.jpg,2,2.1274,0.9673555153821882,0,0,0,0,0,0,0,0,,,,,0,17,17,36,,,,,45.402613299986115,45.90509149999707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.81868100000429,44.81868100000429,44.81868100000429,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,36.52179969998542,0.5611424999951851,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Horse 1.jpg,1,5.9469,0.9714181382810801,0,0,0,0,0,0,0,0,,,,,0,18,18,75,,,,,46.48598559998209,46.98543349999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.90509149999707,45.90509149999707,45.90509149999707,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,37.60561279999092,0.5629004999937024,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Frustrated pose 5.jpg,1,2.481,0.28553188401789653,0,0,0,0,0,0,0,0,,,,,0,19,19,10,,,,,47.6191995999834,48.12420029999339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.98543349999818,46.98543349999818,46.98543349999818,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,38.738722099980805,0.6020834000082687,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Snake 4.jpg,1,2.4159,0.1794277880411247,0,0,0,0,0,0,0,0,,,,,0,20,20,28,,,,,48.71861499999068,49.21864169999026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.12420029999339,48.12420029999339,48.12420029999339,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,39.83681209999486,0.573471999989124,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Dog 2.jpg,1,5.9348,0.1385016610476738,0,0,0,0,0,0,0,0,,,,,0,21,21,54,,,,,49.78545599998324,50.28541819998645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.21864169999026,49.21864169999026,49.21864169999026,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40.903705299977446,0.5438908999785781,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Toilet 4.jpg,2,2.4986,0.9878271272508732,0,0,0,0,0,0,0,0,,,,,0,22,22,67,,,,,50.93575679999776,51.43810689999373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.28541819998645,50.28541819998645,50.28541819998645,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,42.054707299976144,0.6223384999902919,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Flowers 1.jpg,2,5.8142,0.27529383981721267,0,0,0,0,0,0,0,0,,,,,0,23,23,43,,,,,52.15344059999916,52.65519259998109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.43810689999373,51.43810689999373,51.43810689999373,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,43.27369319999707,0.6845042000059038,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Gun 10.jpg,2,2.5934,0.8397215898320197,0,0,0,0,0,0,0,0,,,,,0,24,24,6,,,,,53.16877200000454,53.67069539998192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.65519259998109,52.65519259998109,52.65519259998109,1,0,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,44.28876969998237,0.4844114999868907,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Fireworks 3.jpg,2,6.0651,0.4589846415575002,0,0,0,0,0,0,0,0,,,,,0,25,25,47,,,,,54.20201770000858,54.701974900002824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.67069539998192,53.67069539998192,53.67069539998192,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,45.32027259998722,0.5149780999927316,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Sad pose 1.jpg,1,2.8801,0.9379640962640362,0,0,0,0,0,0,0,0,,,,,0,26,26,71,,,,,55.452121899987105,55.95190320000984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.701974900002824,54.701974900002824,54.701974900002824,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,46.570111399982125,0.7245493999798782,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Explosion 4.jpg,2,2.4912,0.7741769511985449,0,0,0,0,0,0,0,0,,,,,0,27,27,78,,,,,56.48606950000976,56.98580130000482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.95190320000984,55.95190320000984,55.95190320000984,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,47.605845699989004,0.5162738999933936,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Dog 19.jpg,1,5.9814,0.7804812252252693,0,0,0,0,0,0,0,0,,,,,0,28,28,11,,,,,57.485459199990146,58.001229399989825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.98580130000482,56.98580130000482,56.98580130000482,2,0,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,48.60499679998611,0.481371300003957,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Flowers 9.jpg,2,5.9383,0.22049600562800176,0,0,0,0,0,0,0,0,,,,,0,29,29,56,,,,,58.45271949999733,58.96789780000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.001229399989825,58.001229399989825,58.001229399989825,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,49.57250929999282,0.42462370000430383,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Wedding 2.jpg,1,5.7601,0.3581969197952043,0,0,0,0,0,0,0,0,,,,,0,30,30,37,,,,,59.51886499999091,60.01872089999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.96789780000108,58.96789780000108,58.96789780000108,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,50.63652089997777,0.529849499987904,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Bloody knife 1.jpg,2,1.8704,0.40700126922211854,0,0,0,0,0,0,0,0,,,,,0,31,31,23,,,,,60.63603170000715,61.138498199987225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.01872089999961,60.01872089999961,60.01872089999961,2,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,51.755487699992955,0.5911991000175476,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Mother 1.jpg,1,6.0784,0.9132979139036188,0,0,0,0,0,0,0,0,,,,,0,32,32,24,,,,,61.81924429998617,62.318688700004714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.138498199987225,61.138498199987225,61.138498199987225,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,52.93874769998365,0.6643916000030003,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Dancing 7.jpg,1,5.8813,0.6297471826735491,0,0,0,0,0,0,0,0,,,,,0,33,33,33,,,,,62.869396800000686,63.369421999988845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.318688700004714,62.318688700004714,62.318688700004714,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,53.989906499977224,0.5322028999798931,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
1,0,Images/Baby 5.jpg,1,6.1553,0.31383362377021096,0,0,0,0,0,0,0,0,,,,,0,34,34,29,,,,,63.90304060000926,64.40221420000307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.369421999988845,63.369421999988845,63.369421999988845,1,1,None,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,55.03088099998422,0.489674099982949,,,,,001,A,2022-10-21_19h43.47.102,psychopy,2022.2.4,60.00758496060822,
