ImageFile,AnimateInanimate,ValenceScore,Rand,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsTest1_1.thisRepN,trialsTest1_1.thisTrialN,trialsTest1_1.thisN,trialsTest1_1.thisIndex,trialsTest1_2.thisRepN,trialsTest1_2.thisTrialN,trialsTest1_2.thisN,trialsTest1_2.thisIndex,trialsTest1_3.thisRepN,trialsTest1_3.thisTrialN,trialsTest1_3.thisN,trialsTest1_3.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,WelcomeText.started,WelcomeText.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ConsentText.started,ConsentText.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,InstructionText.started,InstructionText.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_7.started,text_7.stopped,text_4.started,text_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image.started,image.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_6.started,text_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_2.started,image_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_3.started,image_3.stopped,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,image_4.started,image_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Images/Dog 2.jpg,1,5.9348,0.12716869989062418,,,,,,,,,0,14,14,14,,,,,,,,,,,27.888545583933592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.44769345910754055,27.429743999964558,None,27.429743999964558,None,,,,,,,,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Galaxy 2.jpg,2,5.7867,0.11173582871170518,,,,,,,,,0,15,15,11,,,,,,,,,,,28.856140209012665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.46015541593078524,28.386554958997294,None,28.386554958997294,None,,,,,,,,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Lake 12.jpg,2,6.4088,0.8081144939639223,,,,,,,,,0,16,16,17,,,,,,,,,,,29.777132874936797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.394483832991682,29.3605041669216,None,29.3605041669216,None,,,,,,,,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Lake 2.jpg,2,6.3635,0.9852323328940595,,,,,,,,,0,17,17,6,,,,,,,,,,,30.65296441700775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.3640142090152949,30.27616195892915,None,30.27616195892915,None,,,,,,,,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Flowers 6.jpg,2,5.9556,0.9522082233542238,,,,,,,,,0,18,18,1,,,,,,,,,,,31.40165179199539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.23183808394242078,31.15815074997954,None,31.15815074997954,None,,,,,,,,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Gun 4.jpg,2,2.9016,0.7697741972871771,,,,,,,,,0,19,19,15,,,,,,,,,,,32.13964708393905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.22145654098130763,31.906394874909893,None,31.906394874909893,None,,,,,,,,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.63219054194633,None,space,0.9710559999803081,32.63219054194633,None,,,,,,,,,,,,,,,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Excited face 2.jpg,1,5.8009,0.8260034227404583,,,,,,,,,,,,,0,0,0,14,,,,,,,35.753910666913725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.10118216695264,33.63920762494672,None,33.63920762494672,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Lake 3.jpg,2,5.9732,0.8210013894467229,,,,,,,,,,,,,0,1,1,2,,,,,,,36.77640208392404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.51048133301083,36.25428970891517,None,36.25428970891517,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Snake 4.jpg,1,2.4159,0.32476122568777466,,,,,,,,,,,,,0,2,2,8,,,,,,,37.63892804190982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.34298616694286466,37.28168529190589,None,37.28168529190589,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Beach 2.jpg,2,6.2944,0.12313070150438588,,,,,,,,,,,,,0,3,3,19,,,,,,,38.545134000014514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3865146669559181,38.14689679199364,None,38.14689679199364,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Fireworks 2.jpg,2,6.277,0.7624740227305116,,,,,,,,,,,,,0,4,4,1,,,,,,,39.60777599993162,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.5369113329797983,39.054146499955095,None,39.054146499955095,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Dog 18.jpg,1,6.1614,0.8732426862078547,,,,,,,,,,,,,0,5,5,15,,,,,,,40.5179802919738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3794490830041468,40.11501770897303,None,40.11501770897303,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Miserable pose 4.jpg,1,2.5702,0.057736864775737584,,,,,,,,,,,,,0,6,6,12,,,,,,,41.478974458994344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4542617090046406,41.01587187498808,None,41.01587187498808,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Angry face 3.jpg,1,2.5188,0.48977527867005466,,,,,,,,,,,,,0,7,7,7,,,,,,,42.36923849990126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3714141669915989,41.985700041987,None,41.985700041987,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Sad pose 4.jpg,1,2.8282,0.40245968533442955,,,,,,,,,,,,,0,8,8,6,,,,,,,43.2654912089929,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.36653708294034004,42.88170287490357,None,42.88170287490357,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Dancing 7.jpg,1,5.8813,0.8764115484617019,,,,,,,,,,,,,0,9,9,13,,,,,,,44.15167249995284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.37213720800355077,43.76591349998489,None,43.76591349998489,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Baby 5.jpg,1,6.1553,0.5652809593512679,,,,,,,,,,,,,0,10,10,9,,,,,,,45.059637999976985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.39443387498613447,44.65456787496805,None,44.65456787496805,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Wedding 2.jpg,1,5.7601,0.8807101041649952,,,,,,,,,,,,,0,11,11,17,,,,,,,46.017675500013866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4388401670148596,45.56846429198049,None,45.56846429198049,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Mother 1.jpg,1,6.0784,0.07013481274686417,,,,,,,,,,,,,0,12,12,4,,,,,,,46.943115292000584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4108872499782592,46.521704541984946,None,46.521704541984946,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Wedding 6.jpg,1,6.0481,0.533854831214882,,,,,,,,,,,,,0,13,13,11,,,,,,,47.87610212492291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.41068662505131215,47.45114762498997,None,47.45114762498997,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Cat 4.jpg,1,5.798,0.38306284120414025,,,,,,,,,,,,,0,14,14,18,,,,,,,48.76393637491856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.370333541999571,48.38244258391205,None,48.38244258391205,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Tornado 1.jpg,2,2.1274,0.8898286049774505,,,,,,,,,,,,,0,15,15,16,,,,,,,49.648222583928145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3705369579838589,49.265968499938026,None,49.265968499938026,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Sleepy pose 1.jpg,1,2.603,0.943587941998371,,,,,,,,,,,,,0,16,16,0,,,,,,,50.54017504199874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3785005420213565,50.149057124974206,None,50.149057124974206,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Bloody knife 1.jpg,2,1.8704,0.2946696303452925,,,,,,,,,,,,,0,17,17,3,,,,,,,51.43379654199816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3782659580465406,51.04223399993498,None,51.04223399993498,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Cold 8.jpg,2,5.5742,0.1876411890461065,,,,,,,,,,,,,0,18,18,10,,,,,,,52.30877929192502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3639081660658121,51.93286545900628,None,51.93286545900628,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
Images/Flowers 1.jpg,2,5.8142,0.854176312029122,,,,,,,,,,,,,0,19,19,5,,,,,,,53.180110749905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.34948879200965166,52.81050124997273,None,52.81050124997273,None,,001,2022_Jun_03_1457,psychopy,2021.2.3,None,
