key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,WelcomeText.started,WelcomeText.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,5.163253084057942,6.666361458948813,None,,,,,,001,2022_Jun_03_1557,psychopy,2021.2.3,None,
,,,,6.666361458948813,None,11.846827249974012,None,,,,,,,
