nRepsTask1,nRepsTask2,ImageFile,AnimateInanimate,ValenceScore,Rand,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,part1.thisRepN,part1.thisTrialN,part1.thisN,part1.thisIndex,part2.thisRepN,part2.thisTrialN,part2.thisN,part2.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,trialsTestImages2_1.thisRepN,trialsTestImages2_1.thisTrialN,trialsTestImages2_1.thisN,trialsTestImages2_1.thisIndex,trialsTestImages2_2.thisRepN,trialsTestImages2_2.thisTrialN,trialsTestImages2_2.thisN,trialsTestImages2_2.thisIndex,trialsTestImages2_3.thisRepN,trialsTestImages2_3.thisTrialN,trialsTestImages2_3.thisN,trialsTestImages2_3.thisIndex,trialsTestImages2_4.thisRepN,trialsTestImages2_4.thisTrialN,trialsTestImages2_4.thisN,trialsTestImages2_4.thisIndex,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsTest1_1.thisRepN,trialsTest1_1.thisTrialN,trialsTest1_1.thisN,trialsTest1_1.thisIndex,trialsTest1_2.thisRepN,trialsTest1_2.thisTrialN,trialsTest1_2.thisN,trialsTest1_2.thisIndex,key_resp.started,WelcomeText.started,key_resp.keys,key_resp.rt,text_2.started,key_resp_2.started,ConsentText.started,key_resp_2.keys,key_resp_2.rt,text_2.stopped,key_resp_3.started,InstructionText.started,key_resp_3.keys,key_resp_3.rt,key_resp_8.started,text_7.started,key_resp_8.keys,key_resp_8.rt,text_8.started,key_resp_13.started,key_resp_13.keys,key_resp_13.rt,key_resp_14.started,image_7.started,key_resp_14.keys,key_resp_14.rt,text_9.started,key_resp_15.started,key_resp_15.keys,key_resp_15.rt,key_resp_16.started,image_6.started,key_resp_16.keys,key_resp_16.corr,key_resp_16.rt,text_5.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,key_resp_17.started,image_8.started,key_resp_17.keys,key_resp_17.corr,key_resp_17.rt,key_resp_18.started,image_9.started,key_resp_18.keys,key_resp_18.corr,key_resp_18.rt,key_resp_19.started,image_10.started,key_resp_19.keys,key_resp_19.corr,key_resp_19.rt,text_4.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,image.started,key_resp_7.started,joystick.started,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,joystick.x,joystick.y,joystick.button_0,joystick.button_1,joystick.button_2,joystick.button_3,joystick.button_4,joystick.button_5,joystick.button_6,joystick.button_7,joystick.button_8,joystick.button_9,joystick.button_10,joystick.time,text_6.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_2.started,key_resp_9.started,button_resp.started,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,button_resp.keys,key_resp_10.started,image_3.started,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
0,1,Images/Sleepy pose 1.jpg,2,2.603,0.5695928638932991,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,27.725368599873036,,,,,28.2261651000008,,,,,,,,,,,,,,,,,,,,,,,,,,26.525632599834353,26.525632599834353,space,0.5688065998256207,,,,,,27.15626550000161,27.15626550000161,1,0,0.5376859004609287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
0,1,Images/Fireworks 2.jpg,1,6.277,0.6055150196406405,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,28.541853500064462,,,,,29.041568099986762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2261651000008,28.2261651000008,1,1,0.2841545999981463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
0,1,Images/Destruction 5.jpg,1,2.1143,0.8473229050515173,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,30.05875169998035,,,,,30.564326299820095,,,,,,,,,,,,,,,,,,,,,,,,,,29.041568099986762,29.041568099986762,space,0.32397150015458465,,,,,,,,,,,29.397815499920398,29.397815499920398,1,1,0.6399256000295281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
0,1,Images/Dirt 1.jpg,1,1.6168,0.8641851555207473,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,30.875247800257057,,,,,31.37513290019706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.564326299820095,30.564326299820095,1,1,0.2826960003003478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
0,1,,,,,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Goat 1.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,35.04198380000889,,,,,35.54267270024866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.37513290019706,31.37513290019706,space,2.7102888002991676,34.110929099842906,34.110929099842906,0.011180900037288666,1,1,0.903314399998635,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9227489996701479,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Happy face 2.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,35.84182019997388,,,,,36.342302700039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.54267270024866,35.54267270024866,0.0030755000188946724,1,1,0.27098890021443367,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.2933804001659155,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Lion 1.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,36.925105600152165,,,,,37.4245731998235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.342302700039,36.342302700039,0.005188100039958954,1,1,0.5608014003373682,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5765768000856042,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Monkey 1.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,37.74193779984489,,,,,38.24419810017571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4245731998235,37.4245731998235,7.879966869950294e-05,1,1,0.285686899907887,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.31568949995562434,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Dog 12.jpg,1,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,38.542046000249684,,,,,39.04144719988108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.24419810017571,38.24419810017571,0.007427699863910675,1,1,0.27507200045511127,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.2916609002277255,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Gun 5.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,39.34208650002256,,,,,39.841717599891126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.04144719988108,39.04144719988108,0.002243099734187126,1,0,0.26900869980454445,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.29582529980689287,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Money 1.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,40.07518699998036,,,,,40.574615200050175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.841717599891126,39.841717599891126,0.0022064996883273125,1,0,0.21257360046729445,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.22831219993531704,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Office supplies 4.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,40.87522630020976,,,,,41.37728360015899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.574615200050175,40.574615200050175,0.004315200261771679,1,0,0.27976089995354414,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.29460440017282963,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Sidewalk 3.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,41.70849539991468,,,,,42.208738500252366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.37728360015899,41.37728360015899,0.00613659992814064,1,0,0.3085361998528242,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.32572720013558865,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Storage 1.jpg,2,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,42.54279839992523,,,,,43.04189720004797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.208738500252366,42.208738500252366,0.004228099714964628,1,0,0.30249569984152913,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.3295581000857055,,,,,,,,,,,,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Jail 2.jpg,2,1.9691,0.03865937602444702,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,44.99201209982857,,,,,45.49214200023562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.04189720004797,43.04189720004797,space,1.2279853001236916,44.31382580008358,44.31382580008358,44.31382580008358,1,0,0.6602839999832213,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Neonazi 1.jpg,1,2.0577,0.8848283844025013,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,46.19243199983612,,,,,46.693500000052154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.49214200023562,45.49214200023562,45.49214200023562,1,1,0.6755061000585556,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Police 5.jpg,1,2.4345,0.07517344267112913,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,47.00850739981979,,,,,47.508840300142765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.693500000052154,46.693500000052154,46.693500000052154,1,1,0.2966947997920215,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Baby 6.jpg,1,6.0604,0.39030199076009964,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,47.858067700173706,,,,,48.35872070025653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.508840300142765,47.508840300142765,47.508840300142765,1,1,0.32915670005604625,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Explosion 1.jpg,2,2.7061,0.44591947684325695,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,17,,,,,,,,,48.6582511998713,,,,,49.15878739999607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.35872070025653,48.35872070025653,48.35872070025653,1,0,0.27120470022782683,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Yarn 1.jpg,2,2.5645,0.6029614127731355,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,49.425423400010914,,,,,49.92473720014095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.15878739999607,49.15878739999607,49.15878739999607,1,0,0.24859309988096356,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Birthday 3.jpg,2,5.5506,0.46285993459803654,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,50.25806559994817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.92473720014095,49.92473720014095,49.92473720014095,1,0,0.3128996999002993,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Toilet 4.jpg,2,2.4986,0.898260773201397,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,51.07515469985083,,,,,51.57510939985514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75799239985645,50.75799239985645,50.75799239985645,1,0,0.28898089984431863,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Sad pose 1.jpg,1,2.8801,0.568733967121452,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,11,,,,,,,,,51.841781000141054,,,,,52.3442155001685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.57510939985514,51.57510939985514,51.57510939985514,1,1,0.23925109999254346,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Horse 1.jpg,1,5.9469,0.7736589633910252,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,15,,,,,,,,,52.72514590015635,,,,,53.22544990014285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3442155001685,52.3442155001685,52.3442155001685,1,1,0.3494889005087316,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Mother 5.jpg,1,5.9438,0.5672645993361737,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,14,,,,,,,,,53.59139120019972,,,,,54.09451820002869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.22544990014285,53.22544990014285,53.22544990014285,1,1,0.3481759000569582,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Picnic 1.jpg,1,6.0998,0.10131694427212556,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,10,,,,,,,,,54.408651700243354,,,,,54.9081740998663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.09451820002869,54.09451820002869,54.09451820002869,1,1,0.28845710027962923,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Sidewalk 6.jpg,2,2.7978,0.6052913211298454,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,19,,,,,,,,,55.24195809988305,,,,,55.74160620011389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9081740998663,54.9081740998663,54.9081740998663,1,0,0.31446810020133853,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Soldiers 7.jpg,1,2.5465,0.9977797084285572,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,2,,,,,,,,,56.05886350013316,,,,,56.559480499941856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.74160620011389,55.74160620011389,55.74160620011389,1,1,0.2885364000685513,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
1,0,Images/Fire 7.jpg,2,1.7007,0.6719101083569338,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,0,,,,,,,,,56.80849390011281,,,,,57.30844039982185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.559480499941856,56.559480499941856,56.559480499941856,1,0,0.23018550034612417,None,,,,,,1,001,A,2022-10-17_14h06.00.881,psychopy,2022.2.4,60.185636674058266,
