nRepsTask1,nRepsTask2,ImageFile,AnimateInanimate,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,part1.thisRepN,part1.thisTrialN,part1.thisN,part1.thisIndex,part2.thisRepN,part2.thisTrialN,part2.thisN,part2.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,WelcomeText.started,WelcomeText.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ConsentText.started,ConsentText.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,InstructionText.started,InstructionText.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,image_7.started,image_7.stopped,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,space,0.5576635000761598,6.684150667046197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022_Jun_08_2258,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,6.684150667046197,None,7.256703666993417,None,space,0.21645937499124557,7.748854834004305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022_Jun_08_2258,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,7.984230042085983,None,,,,,7.748854834004305,None,space,0.2045078749069944,8.480569334002212,None,,,,,,,,,,,,,,,,,,,,,,001,A,2022_Jun_08_2258,psychopy,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,8.69332216703333,None,,,,,,,,,,,8.480569334002212,None,space,0.4317241250537336,9.19081025000196,None,,,,,,,,,,,,,,,,001,A,2022_Jun_08_2258,psychopy,2021.2.3,None,
0,1,Images/Wedding 7.jpg,1,0,0,0,1,,,,,0,0,0,0,0,0,0,6,,,,,,,14.748394709080458,None,,,,,,,,,,,,,,,,,9.19081025000196,None,10.152620667009614,None,space,0.39973841595929116,10.152620667009614,None,1,4.137019083020277,10.603534459020011,None,10.603534459020011,None,,001,A,2022_Jun_08_2258,psychopy,2021.2.3,None,
0,1,Images/Tiger 2.jpg,2,0,0,0,1,,,,,0,0,0,0,0,1,1,1,,,,,,,15.603707959060557,None,,,,,,,,,,,,,,,,,,,,,,,,,1,0.32584462501108646,15.255092834006064,None,15.255092834006064,None,,001,A,2022_Jun_08_2258,psychopy,2021.2.3,None,
0,1,Images/Socks 1.jpg,1,0,0,0,1,,,,,0,0,0,0,0,2,2,8,,,,,,,16.339706250000745,None,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2156562500167638,16.106588292052038,None,16.106588292052038,None,,001,A,2022_Jun_08_2258,psychopy,2021.2.3,None,
